Finding Title,Finding Description & Remediation,status,First Seen,severity,confidence,triage_state,triaged_at,triage_comment,state_updated_at,repository,location
javascript.express.security.injection.tainted-sql-string.tainted-sql-string,"Detected user input used to manually construct a SQL string. This is usually bad practice because manual construction could accidentally result in a SQL injection. An attacker could use a SQL injection to steal or modify contents of the database. Instead, use a parameterized query which is available by default in most database engines. Alternatively, consider using an object-relational mapper (ORM) such as Sequelize which will protect your queries.",open,2024-05-22T10:36:17.897764Z,high,medium,untriaged,,,,"{'name': 'local_scan/vulnado', 'url': 'https://github.com/nnayar-r2c/vulnado'}","{'file_path': 'sqli.js', 'line': 38, 'column': 68, 'end_line': 38, 'end_column': 87}"
javascript.express.security.injection.tainted-sql-string.tainted-sql-string,"Detected user input used to manually construct a SQL string. This is usually bad practice because manual construction could accidentally result in a SQL injection. An attacker could use a SQL injection to steal or modify contents of the database. Instead, use a parameterized query which is available by default in most database engines. Alternatively, consider using an object-relational mapper (ORM) such as Sequelize which will protect your queries.",open,2024-05-22T10:36:17.897760Z,high,medium,untriaged,,,,"{'name': 'local_scan/vulnado', 'url': 'https://github.com/nnayar-r2c/vulnado'}","{'file_path': 'sqli.js', 'line': 41, 'column': 68, 'end_line': 41, 'end_column': 87}"
javascript.express.security.injection.tainted-sql-string.tainted-sql-string,"Detected user input used to manually construct a SQL string. This is usually bad practice because manual construction could accidentally result in a SQL injection. An attacker could use a SQL injection to steal or modify contents of the database. Instead, use a parameterized query which is available by default in most database engines. Alternatively, consider using an object-relational mapper (ORM) such as Sequelize which will protect your queries.",open,2024-05-22T10:36:17.897757Z,high,medium,untriaged,,,,"{'name': 'local_scan/vulnado', 'url': 'https://github.com/nnayar-r2c/vulnado'}","{'file_path': 'sqli.js', 'line': 44, 'column': 68, 'end_line': 44, 'end_column': 87}"
javascript.express.security.injection.tainted-sql-string.tainted-sql-string,"Detected user input used to manually construct a SQL string. This is usually bad practice because manual construction could accidentally result in a SQL injection. An attacker could use a SQL injection to steal or modify contents of the database. Instead, use a parameterized query which is available by default in most database engines. Alternatively, consider using an object-relational mapper (ORM) such as Sequelize which will protect your queries.",open,2024-05-22T10:36:17.897753Z,high,medium,untriaged,,,,"{'name': 'local_scan/vulnado', 'url': 'https://github.com/nnayar-r2c/vulnado'}","{'file_path': 'sqli.js', 'line': 47, 'column': 68, 'end_line': 47, 'end_column': 87}"
javascript.express.security.injection.tainted-sql-string.tainted-sql-string,"Detected user input used to manually construct a SQL string. This is usually bad practice because manual construction could accidentally result in a SQL injection. An attacker could use a SQL injection to steal or modify contents of the database. Instead, use a parameterized query which is available by default in most database engines. Alternatively, consider using an object-relational mapper (ORM) such as Sequelize which will protect your queries.",open,2024-05-22T10:36:17.897749Z,high,medium,untriaged,,,,"{'name': 'local_scan/vulnado', 'url': 'https://github.com/nnayar-r2c/vulnado'}","{'file_path': 'sqli.js', 'line': 50, 'column': 68, 'end_line': 50, 'end_column': 87}"
javascript.express.security.injection.tainted-sql-string.tainted-sql-string,"Detected user input used to manually construct a SQL string. This is usually bad practice because manual construction could accidentally result in a SQL injection. An attacker could use a SQL injection to steal or modify contents of the database. Instead, use a parameterized query which is available by default in most database engines. Alternatively, consider using an object-relational mapper (ORM) such as Sequelize which will protect your queries.",open,2024-05-22T10:36:17.897745Z,high,medium,untriaged,,,,"{'name': 'local_scan/vulnado', 'url': 'https://github.com/nnayar-r2c/vulnado'}","{'file_path': 'sqli.js', 'line': 53, 'column': 68, 'end_line': 53, 'end_column': 87}"
javascript.express.security.injection.tainted-sql-string.tainted-sql-string,"Detected user input used to manually construct a SQL string. This is usually bad practice because manual construction could accidentally result in a SQL injection. An attacker could use a SQL injection to steal or modify contents of the database. Instead, use a parameterized query which is available by default in most database engines. Alternatively, consider using an object-relational mapper (ORM) such as Sequelize which will protect your queries.",open,2024-05-22T10:36:17.897741Z,high,medium,untriaged,,,,"{'name': 'local_scan/vulnado', 'url': 'https://github.com/nnayar-r2c/vulnado'}","{'file_path': 'v-sqli.js', 'line': 34, 'column': 68, 'end_line': 34, 'end_column': 76}"
javascript.express.security.injection.tainted-sql-string.tainted-sql-string,"Detected user input used to manually construct a SQL string. This is usually bad practice because manual construction could accidentally result in a SQL injection. An attacker could use a SQL injection to steal or modify contents of the database. Instead, use a parameterized query which is available by default in most database engines. Alternatively, consider using an object-relational mapper (ORM) such as Sequelize which will protect your queries.",open,2024-05-22T10:36:17.897737Z,high,medium,untriaged,,,,"{'name': 'local_scan/vulnado', 'url': 'https://github.com/nnayar-r2c/vulnado'}","{'file_path': 'v-sqli.js', 'line': 36, 'column': 66, 'end_line': 36, 'end_column': 85}"
javascript.express.security.injection.tainted-sql-string.tainted-sql-string,"Detected user input used to manually construct a SQL string. This is usually bad practice because manual construction could accidentally result in a SQL injection. An attacker could use a SQL injection to steal or modify contents of the database. Instead, use a parameterized query which is available by default in most database engines. Alternatively, consider using an object-relational mapper (ORM) such as Sequelize which will protect your queries.",open,2024-05-22T10:36:17.897733Z,high,medium,untriaged,,,,"{'name': 'local_scan/vulnado', 'url': 'https://github.com/nnayar-r2c/vulnado'}","{'file_path': 'v-sqli.js', 'line': 39, 'column': 68, 'end_line': 39, 'end_column': 76}"
javascript.express.security.injection.tainted-sql-string.tainted-sql-string,"Detected user input used to manually construct a SQL string. This is usually bad practice because manual construction could accidentally result in a SQL injection. An attacker could use a SQL injection to steal or modify contents of the database. Instead, use a parameterized query which is available by default in most database engines. Alternatively, consider using an object-relational mapper (ORM) such as Sequelize which will protect your queries.",open,2024-05-22T10:36:17.897728Z,high,medium,untriaged,,,,"{'name': 'local_scan/vulnado', 'url': 'https://github.com/nnayar-r2c/vulnado'}","{'file_path': 'vv-sqli.js', 'line': 34, 'column': 68, 'end_line': 34, 'end_column': 76}"
javascript.express.security.injection.tainted-sql-string.tainted-sql-string,"Detected user input used to manually construct a SQL string. This is usually bad practice because manual construction could accidentally result in a SQL injection. An attacker could use a SQL injection to steal or modify contents of the database. Instead, use a parameterized query which is available by default in most database engines. Alternatively, consider using an object-relational mapper (ORM) such as Sequelize which will protect your queries.",open,2024-05-22T10:36:17.897724Z,high,medium,untriaged,,,,"{'name': 'local_scan/vulnado', 'url': 'https://github.com/nnayar-r2c/vulnado'}","{'file_path': 'vv-sqli.js', 'line': 36, 'column': 66, 'end_line': 36, 'end_column': 85}"
javascript.express.security.injection.tainted-sql-string.tainted-sql-string,"Detected user input used to manually construct a SQL string. This is usually bad practice because manual construction could accidentally result in a SQL injection. An attacker could use a SQL injection to steal or modify contents of the database. Instead, use a parameterized query which is available by default in most database engines. Alternatively, consider using an object-relational mapper (ORM) such as Sequelize which will protect your queries.",open,2024-05-22T10:36:17.897720Z,high,medium,untriaged,,,,"{'name': 'local_scan/vulnado', 'url': 'https://github.com/nnayar-r2c/vulnado'}","{'file_path': 'vv-sqli.js', 'line': 39, 'column': 66, 'end_line': 39, 'end_column': 85}"
javascript.sequelize.security.audit.sequelize-injection-express.express-sequelize-injection,"Detected a sequelize statement that is tainted by user-input. This could lead to SQL injection if the variable is user-controlled and is not properly sanitized. In order to prevent SQL injection, it is recommended to use parameterized queries or prepared statements.",open,2024-05-22T10:36:17.897717Z,high,high,untriaged,,,,"{'name': 'local_scan/vulnado', 'url': 'https://github.com/nnayar-r2c/vulnado'}","{'file_path': 'sqli.js', 'line': 35, 'column': 21, 'end_line': 35, 'end_column': 89}"
javascript.sequelize.security.audit.sequelize-injection-express.express-sequelize-injection,"Detected a sequelize statement that is tainted by user-input. This could lead to SQL injection if the variable is user-controlled and is not properly sanitized. In order to prevent SQL injection, it is recommended to use parameterized queries or prepared statements.",open,2024-05-22T10:36:17.897713Z,high,high,untriaged,,,,"{'name': 'local_scan/vulnado', 'url': 'https://github.com/nnayar-r2c/vulnado'}","{'file_path': 'sqli.js', 'line': 38, 'column': 23, 'end_line': 38, 'end_column': 91}"
javascript.sequelize.security.audit.sequelize-injection-express.express-sequelize-injection,"Detected a sequelize statement that is tainted by user-input. This could lead to SQL injection if the variable is user-controlled and is not properly sanitized. In order to prevent SQL injection, it is recommended to use parameterized queries or prepared statements.",open,2024-05-22T10:36:17.897709Z,high,high,untriaged,,,,"{'name': 'local_scan/vulnado', 'url': 'https://github.com/nnayar-r2c/vulnado'}","{'file_path': 'sqli.js', 'line': 41, 'column': 23, 'end_line': 41, 'end_column': 91}"
javascript.sequelize.security.audit.sequelize-injection-express.express-sequelize-injection,"Detected a sequelize statement that is tainted by user-input. This could lead to SQL injection if the variable is user-controlled and is not properly sanitized. In order to prevent SQL injection, it is recommended to use parameterized queries or prepared statements.",open,2024-05-22T10:36:17.897706Z,high,high,untriaged,,,,"{'name': 'local_scan/vulnado', 'url': 'https://github.com/nnayar-r2c/vulnado'}","{'file_path': 'sqli.js', 'line': 44, 'column': 23, 'end_line': 44, 'end_column': 91}"
javascript.sequelize.security.audit.sequelize-injection-express.express-sequelize-injection,"Detected a sequelize statement that is tainted by user-input. This could lead to SQL injection if the variable is user-controlled and is not properly sanitized. In order to prevent SQL injection, it is recommended to use parameterized queries or prepared statements.",open,2024-05-22T10:36:17.897701Z,high,high,untriaged,,,,"{'name': 'local_scan/vulnado', 'url': 'https://github.com/nnayar-r2c/vulnado'}","{'file_path': 'sqli.js', 'line': 47, 'column': 23, 'end_line': 47, 'end_column': 91}"
javascript.sequelize.security.audit.sequelize-injection-express.express-sequelize-injection,"Detected a sequelize statement that is tainted by user-input. This could lead to SQL injection if the variable is user-controlled and is not properly sanitized. In order to prevent SQL injection, it is recommended to use parameterized queries or prepared statements.",open,2024-05-22T10:36:17.897698Z,high,high,untriaged,,,,"{'name': 'local_scan/vulnado', 'url': 'https://github.com/nnayar-r2c/vulnado'}","{'file_path': 'sqli.js', 'line': 50, 'column': 23, 'end_line': 50, 'end_column': 91}"
javascript.sequelize.security.audit.sequelize-injection-express.express-sequelize-injection,"Detected a sequelize statement that is tainted by user-input. This could lead to SQL injection if the variable is user-controlled and is not properly sanitized. In order to prevent SQL injection, it is recommended to use parameterized queries or prepared statements.",open,2024-05-22T10:36:17.897694Z,high,high,untriaged,,,,"{'name': 'local_scan/vulnado', 'url': 'https://github.com/nnayar-r2c/vulnado'}","{'file_path': 'sqli.js', 'line': 53, 'column': 23, 'end_line': 53, 'end_column': 91}"
javascript.sequelize.security.audit.sequelize-injection-express.express-sequelize-injection,"Detected a sequelize statement that is tainted by user-input. This could lead to SQL injection if the variable is user-controlled and is not properly sanitized. In order to prevent SQL injection, it is recommended to use parameterized queries or prepared statements.",open,2024-05-22T10:36:17.897689Z,high,high,untriaged,,,,"{'name': 'local_scan/vulnado', 'url': 'https://github.com/nnayar-r2c/vulnado'}","{'file_path': 'v-sqli.js', 'line': 34, 'column': 23, 'end_line': 34, 'end_column': 80}"
javascript.sequelize.security.audit.sequelize-injection-express.express-sequelize-injection,"Detected a sequelize statement that is tainted by user-input. This could lead to SQL injection if the variable is user-controlled and is not properly sanitized. In order to prevent SQL injection, it is recommended to use parameterized queries or prepared statements.",open,2024-05-22T10:36:17.897686Z,high,high,untriaged,,,,"{'name': 'local_scan/vulnado', 'url': 'https://github.com/nnayar-r2c/vulnado'}","{'file_path': 'v-sqli.js', 'line': 36, 'column': 21, 'end_line': 36, 'end_column': 89}"
javascript.sequelize.security.audit.sequelize-injection-express.express-sequelize-injection,"Detected a sequelize statement that is tainted by user-input. This could lead to SQL injection if the variable is user-controlled and is not properly sanitized. In order to prevent SQL injection, it is recommended to use parameterized queries or prepared statements.",open,2024-05-22T10:36:17.897682Z,high,high,untriaged,,,,"{'name': 'local_scan/vulnado', 'url': 'https://github.com/nnayar-r2c/vulnado'}","{'file_path': 'v-sqli.js', 'line': 39, 'column': 23, 'end_line': 39, 'end_column': 80}"
javascript.sequelize.security.audit.sequelize-injection-express.express-sequelize-injection,"Detected a sequelize statement that is tainted by user-input. This could lead to SQL injection if the variable is user-controlled and is not properly sanitized. In order to prevent SQL injection, it is recommended to use parameterized queries or prepared statements.",open,2024-05-22T10:36:17.897678Z,high,high,untriaged,,,,"{'name': 'local_scan/vulnado', 'url': 'https://github.com/nnayar-r2c/vulnado'}","{'file_path': 'vv-sqli.js', 'line': 34, 'column': 23, 'end_line': 34, 'end_column': 80}"
javascript.sequelize.security.audit.sequelize-injection-express.express-sequelize-injection,"Detected a sequelize statement that is tainted by user-input. This could lead to SQL injection if the variable is user-controlled and is not properly sanitized. In order to prevent SQL injection, it is recommended to use parameterized queries or prepared statements.",open,2024-05-22T10:36:17.897674Z,high,high,untriaged,,,,"{'name': 'local_scan/vulnado', 'url': 'https://github.com/nnayar-r2c/vulnado'}","{'file_path': 'vv-sqli.js', 'line': 36, 'column': 21, 'end_line': 36, 'end_column': 89}"
javascript.sequelize.security.audit.sequelize-injection-express.express-sequelize-injection,"Detected a sequelize statement that is tainted by user-input. This could lead to SQL injection if the variable is user-controlled and is not properly sanitized. In order to prevent SQL injection, it is recommended to use parameterized queries or prepared statements.",open,2024-05-22T10:36:17.897671Z,high,high,untriaged,,,,"{'name': 'local_scan/vulnado', 'url': 'https://github.com/nnayar-r2c/vulnado'}","{'file_path': 'vv-sqli.js', 'line': 39, 'column': 21, 'end_line': 39, 'end_column': 89}"
python.django.security.audit.xss.var-in-script-tag.var-in-script-tag,"Detected a template variable used in a script tag. Although template variables are HTML escaped, HTML escaping does not always prevent cross-site scripting (XSS) attacks when used directly in JavaScript. If you need this data on the rendered page, consider placing it in the HTML portion (outside of a script tag). Alternatively, use a JavaScript-specific encoder, such as the one available in OWASP ESAPI. For Django, you may also consider using the 'json_script' template tag and retrieving the data in your script by using the element ID (e.g., `document.getElementById`).",open,2024-05-22T10:36:17.897667Z,high,low,untriaged,,,,"{'name': 'local_scan/vulnado', 'url': 'https://github.com/nnayar-r2c/vulnado'}","{'file_path': 'client/index.html', 'line': 63, 'column': 41, 'end_line': 63, 'end_column': 47}"
python.django.security.audit.xss.var-in-script-tag.var-in-script-tag,"Detected a template variable used in a script tag. Although template variables are HTML escaped, HTML escaping does not always prevent cross-site scripting (XSS) attacks when used directly in JavaScript. If you need this data on the rendered page, consider placing it in the HTML portion (outside of a script tag). Alternatively, use a JavaScript-specific encoder, such as the one available in OWASP ESAPI. For Django, you may also consider using the 'json_script' template tag and retrieving the data in your script by using the element ID (e.g., `document.getElementById`).",open,2024-05-22T10:36:17.897663Z,high,low,untriaged,,,,"{'name': 'local_scan/vulnado', 'url': 'https://github.com/nnayar-r2c/vulnado'}","{'file_path': 'client/index.html', 'line': 67, 'column': 23, 'end_line': 67, 'end_column': 35}"
python.django.security.audit.xss.var-in-script-tag.var-in-script-tag,"Detected a template variable used in a script tag. Although template variables are HTML escaped, HTML escaping does not always prevent cross-site scripting (XSS) attacks when used directly in JavaScript. If you need this data on the rendered page, consider placing it in the HTML portion (outside of a script tag). Alternatively, use a JavaScript-specific encoder, such as the one available in OWASP ESAPI. For Django, you may also consider using the 'json_script' template tag and retrieving the data in your script by using the element ID (e.g., `document.getElementById`).",open,2024-05-22T10:36:17.897659Z,high,low,untriaged,,,,"{'name': 'local_scan/vulnado', 'url': 'https://github.com/nnayar-r2c/vulnado'}","{'file_path': 'client/index.html', 'line': 67, 'column': 58, 'end_line': 67, 'end_column': 72}"
python.django.security.audit.xss.var-in-script-tag.var-in-script-tag,"Detected a template variable used in a script tag. Although template variables are HTML escaped, HTML escaping does not always prevent cross-site scripting (XSS) attacks when used directly in JavaScript. If you need this data on the rendered page, consider placing it in the HTML portion (outside of a script tag). Alternatively, use a JavaScript-specific encoder, such as the one available in OWASP ESAPI. For Django, you may also consider using the 'json_script' template tag and retrieving the data in your script by using the element ID (e.g., `document.getElementById`).",open,2024-05-22T10:36:17.897655Z,high,low,untriaged,,,,"{'name': 'local_scan/vulnado', 'url': 'https://github.com/nnayar-r2c/vulnado'}","{'file_path': 'client/index.html', 'line': 73, 'column': 37, 'end_line': 73, 'end_column': 45}"
generic.html-templates.security.var-in-script-tag.var-in-script-tag,"Detected a template variable used in a script tag. Although template variables are HTML escaped, HTML escaping does not always prevent cross-site scripting (XSS) attacks when used directly in JavaScript. If you need this data on the rendered page, consider placing it in the HTML portion (outside of a script tag). Alternatively, use a JavaScript-specific encoder, such as the one available in OWASP ESAPI. For Django, you may also consider using the 'json_script' template tag and retrieving the data in your script by using the element ID (e.g., `document.getElementById`).",open,2024-05-22T10:36:17.897651Z,medium,low,untriaged,,,,"{'name': 'local_scan/vulnado', 'url': 'https://github.com/nnayar-r2c/vulnado'}","{'file_path': 'client/index.html', 'line': 63, 'column': 41, 'end_line': 63, 'end_column': 47}"
generic.html-templates.security.var-in-script-tag.var-in-script-tag,"Detected a template variable used in a script tag. Although template variables are HTML escaped, HTML escaping does not always prevent cross-site scripting (XSS) attacks when used directly in JavaScript. If you need this data on the rendered page, consider placing it in the HTML portion (outside of a script tag). Alternatively, use a JavaScript-specific encoder, such as the one available in OWASP ESAPI. For Django, you may also consider using the 'json_script' template tag and retrieving the data in your script by using the element ID (e.g., `document.getElementById`).",open,2024-05-22T10:36:17.897647Z,medium,low,untriaged,,,,"{'name': 'local_scan/vulnado', 'url': 'https://github.com/nnayar-r2c/vulnado'}","{'file_path': 'client/index.html', 'line': 67, 'column': 23, 'end_line': 67, 'end_column': 35}"
generic.html-templates.security.var-in-script-tag.var-in-script-tag,"Detected a template variable used in a script tag. Although template variables are HTML escaped, HTML escaping does not always prevent cross-site scripting (XSS) attacks when used directly in JavaScript. If you need this data on the rendered page, consider placing it in the HTML portion (outside of a script tag). Alternatively, use a JavaScript-specific encoder, such as the one available in OWASP ESAPI. For Django, you may also consider using the 'json_script' template tag and retrieving the data in your script by using the element ID (e.g., `document.getElementById`).",open,2024-05-22T10:36:17.897643Z,medium,low,untriaged,,,,"{'name': 'local_scan/vulnado', 'url': 'https://github.com/nnayar-r2c/vulnado'}","{'file_path': 'client/index.html', 'line': 67, 'column': 58, 'end_line': 67, 'end_column': 72}"
generic.html-templates.security.var-in-script-tag.var-in-script-tag,"Detected a template variable used in a script tag. Although template variables are HTML escaped, HTML escaping does not always prevent cross-site scripting (XSS) attacks when used directly in JavaScript. If you need this data on the rendered page, consider placing it in the HTML portion (outside of a script tag). Alternatively, use a JavaScript-specific encoder, such as the one available in OWASP ESAPI. For Django, you may also consider using the 'json_script' template tag and retrieving the data in your script by using the element ID (e.g., `document.getElementById`).",open,2024-05-22T10:36:17.897639Z,medium,low,untriaged,,,,"{'name': 'local_scan/vulnado', 'url': 'https://github.com/nnayar-r2c/vulnado'}","{'file_path': 'client/index.html', 'line': 73, 'column': 37, 'end_line': 73, 'end_column': 45}"
html.security.audit.missing-integrity.missing-integrity,"This tag is missing an 'integrity' subresource integrity attribute. The 'integrity' attribute allows for the browser to verify that externally hosted files (for example from a CDN) are delivered without unexpected manipulation. Without this attribute, if an attacker can modify the externally hosted resource, this could lead to XSS and other types of attacks. To prevent this, include the base64-encoded cryptographic hash of the resource (file) you’re telling the browser to fetch in the 'integrity' attribute for all externally hosted files.",open,2024-05-22T10:36:17.897634Z,medium,low,untriaged,,,,"{'name': 'local_scan/vulnado', 'url': 'https://github.com/nnayar-r2c/vulnado'}","{'file_path': 'client/index.html', 'line': 57, 'column': 5, 'end_line': 57, 'end_column': 72}"
html.security.audit.missing-integrity.missing-integrity,"This tag is missing an 'integrity' subresource integrity attribute. The 'integrity' attribute allows for the browser to verify that externally hosted files (for example from a CDN) are delivered without unexpected manipulation. Without this attribute, if an attacker can modify the externally hosted resource, this could lead to XSS and other types of attacks. To prevent this, include the base64-encoded cryptographic hash of the resource (file) you’re telling the browser to fetch in the 'integrity' attribute for all externally hosted files.",open,2024-05-22T10:36:17.897630Z,medium,low,untriaged,,,,"{'name': 'local_scan/vulnado', 'url': 'https://github.com/nnayar-r2c/vulnado'}","{'file_path': 'client/index.html', 'line': 60, 'column': 5, 'end_line': 60, 'end_column': 101}"
html.security.audit.missing-integrity.missing-integrity,"This tag is missing an 'integrity' subresource integrity attribute. The 'integrity' attribute allows for the browser to verify that externally hosted files (for example from a CDN) are delivered without unexpected manipulation. Without this attribute, if an attacker can modify the externally hosted resource, this could lead to XSS and other types of attacks. To prevent this, include the base64-encoded cryptographic hash of the resource (file) you’re telling the browser to fetch in the 'integrity' attribute for all externally hosted files.",open,2024-05-22T10:36:17.897626Z,medium,low,untriaged,,,,"{'name': 'local_scan/vulnado', 'url': 'https://github.com/nnayar-r2c/vulnado'}","{'file_path': 'client/login.html', 'line': 40, 'column': 3, 'end_line': 40, 'end_column': 70}"
html.security.audit.missing-integrity.missing-integrity,"This tag is missing an 'integrity' subresource integrity attribute. The 'integrity' attribute allows for the browser to verify that externally hosted files (for example from a CDN) are delivered without unexpected manipulation. Without this attribute, if an attacker can modify the externally hosted resource, this could lead to XSS and other types of attacks. To prevent this, include the base64-encoded cryptographic hash of the resource (file) you’re telling the browser to fetch in the 'integrity' attribute for all externally hosted files.",open,2024-05-22T10:36:17.897623Z,medium,low,untriaged,,,,"{'name': 'local_scan/vulnado', 'url': 'https://github.com/nnayar-r2c/vulnado'}","{'file_path': 'client/login.html', 'line': 43, 'column': 3, 'end_line': 43, 'end_column': 99}"
