Finding Title,Finding Description & Remediation,status,First Seen,severity,confidence,triage_state,triaged_at,triage_comment,state_updated_at,repository,location
go.lang.security.audit.net.cookie-missing-httponly.cookie-missing-httponly,A session cookie was detected without setting the 'HttpOnly' flag. The 'HttpOnly' flag for cookies instructs the browser to forbid client-side scripts from reading the cookie which mitigates XSS attacks. Set the 'HttpOnly' flag by setting 'HttpOnly' to 'true' in the Cookie.,open,2024-08-19T14:19:00.924176Z,medium,medium,untriaged,,,,"{'name': 'Semgrep-Demo/go-app', 'url': 'https://github.com/Semgrep-Demo/go-app'}","{'file_path': 'util/cookie.go', 'line': 48, 'column': 14, 'end_line': 52, 'end_column': 4}"
go.lang.security.audit.net.cookie-missing-secure.cookie-missing-secure,A session cookie was detected without setting the 'Secure' flag. The 'secure' flag for cookies prevents the client from transmitting the cookie over insecure channels such as HTTP. Set the 'Secure' flag by setting 'Secure' to 'true' in the Options struct.,open,2024-08-19T14:19:00.924170Z,medium,medium,untriaged,,,,"{'name': 'Semgrep-Demo/go-app', 'url': 'https://github.com/Semgrep-Demo/go-app'}","{'file_path': 'util/cookie.go', 'line': 32, 'column': 12, 'end_line': 37, 'end_column': 3}"
go.lang.security.audit.net.cookie-missing-secure.cookie-missing-secure,A session cookie was detected without setting the 'Secure' flag. The 'secure' flag for cookies prevents the client from transmitting the cookie over insecure channels such as HTTP. Set the 'Secure' flag by setting 'Secure' to 'true' in the Options struct.,open,2024-08-19T14:19:00.924164Z,medium,medium,untriaged,,,,"{'name': 'Semgrep-Demo/go-app', 'url': 'https://github.com/Semgrep-Demo/go-app'}","{'file_path': 'util/cookie.go', 'line': 48, 'column': 14, 'end_line': 52, 'end_column': 4}"
go.lang.security.audit.net.formatted-template-string.formatted-template-string,"Found a formatted template string passed to 'template.HTML()'. 'template.HTML()' does not escape contents. Be absolutely sure there is no user-controlled data in this template. If user data can reach this template, you may have a XSS vulnerability.",open,2024-08-19T14:19:00.924157Z,medium,medium,untriaged,,,,"{'name': 'Semgrep-Demo/go-app', 'url': 'https://github.com/Semgrep-Demo/go-app'}","{'file_path': 'vulnerability/xss/xss.go', 'line': 52, 'column': 3, 'end_line': 65, 'end_column': 4}"
go.lang.security.audit.net.formatted-template-string.formatted-template-string,"Found a formatted template string passed to 'template.HTML()'. 'template.HTML()' does not escape contents. Be absolutely sure there is no user-controlled data in this template. If user data can reach this template, you may have a XSS vulnerability.",open,2024-08-19T14:19:00.924152Z,medium,medium,untriaged,,,,"{'name': 'Semgrep-Demo/go-app', 'url': 'https://github.com/Semgrep-Demo/go-app'}","{'file_path': 'vulnerability/xss/xss.go', 'line': 53, 'column': 3, 'end_line': 65, 'end_column': 4}"
go.lang.security.audit.net.formatted-template-string.formatted-template-string,"Found a formatted template string passed to 'template.HTML()'. 'template.HTML()' does not escape contents. Be absolutely sure there is no user-controlled data in this template. If user data can reach this template, you may have a XSS vulnerability.",open,2024-08-19T14:19:00.924146Z,medium,medium,untriaged,,,,"{'name': 'Semgrep-Demo/go-app', 'url': 'https://github.com/Semgrep-Demo/go-app'}","{'file_path': 'vulnerability/xss/xss.go', 'line': 61, 'column': 4, 'end_line': 63, 'end_column': 38}"
go.lang.security.audit.net.formatted-template-string.formatted-template-string,"Found a formatted template string passed to 'template.HTML()'. 'template.HTML()' does not escape contents. Be absolutely sure there is no user-controlled data in this template. If user data can reach this template, you may have a XSS vulnerability.",open,2024-08-19T14:19:00.924141Z,medium,medium,untriaged,,,,"{'name': 'Semgrep-Demo/go-app', 'url': 'https://github.com/Semgrep-Demo/go-app'}","{'file_path': 'vulnerability/xss/xss.go', 'line': 96, 'column': 2, 'end_line': 100, 'end_column': 44}"
go.lang.security.audit.xss.no-direct-write-to-responsewriter.no-direct-write-to-responsewriter,"Detected directly writing or similar in 'http.ResponseWriter.write()'. This bypasses HTML escaping that prevents cross-site scripting vulnerabilities. Instead, use the 'html/template' package and render data using 'template.Execute()'.",open,2024-08-19T14:19:00.924135Z,medium,low,untriaged,,,,"{'name': 'Semgrep-Demo/go-app', 'url': 'https://github.com/Semgrep-Demo/go-app'}","{'file_path': 'util/template.go', 'line': 35, 'column': 2, 'end_line': 35, 'end_column': 12}"
go.lang.security.audit.xss.template-html-does-not-escape.unsafe-template-type,"Semgrep could not determine that the argument to 'template.HTML()' is a constant. 'template.HTML()' and similar does not escape contents. Be absolutely sure there is no user-controlled data in this template. If user data can reach this template, you may have a XSS vulnerability. Instead, do not use this function and use 'template.Execute()'.",open,2024-08-19T14:19:00.924129Z,medium,low,untriaged,,,,"{'name': 'Semgrep-Demo/go-app', 'url': 'https://github.com/Semgrep-Demo/go-app'}","{'file_path': 'util/template.go', 'line': 45, 'column': 9, 'end_line': 45, 'end_column': 28}"
go.lang.security.audit.xss.template-html-does-not-escape.unsafe-template-type,"Semgrep could not determine that the argument to 'template.HTML()' is a constant. 'template.HTML()' and similar does not escape contents. Be absolutely sure there is no user-controlled data in this template. If user data can reach this template, you may have a XSS vulnerability. Instead, do not use this function and use 'template.Execute()'.",open,2024-08-19T14:19:00.924124Z,medium,low,untriaged,,,,"{'name': 'Semgrep-Demo/go-app', 'url': 'https://github.com/Semgrep-Demo/go-app'}","{'file_path': 'vulnerability/xss/xss.go', 'line': 58, 'column': 20, 'end_line': 58, 'end_column': 40}"
go.lang.security.audit.xss.template-html-does-not-escape.unsafe-template-type,"Semgrep could not determine that the argument to 'template.HTML()' is a constant. 'template.HTML()' and similar does not escape contents. Be absolutely sure there is no user-controlled data in this template. If user data can reach this template, you may have a XSS vulnerability. Instead, do not use this function and use 'template.Execute()'.",open,2024-08-19T14:19:00.924118Z,medium,low,untriaged,,,,"{'name': 'Semgrep-Demo/go-app', 'url': 'https://github.com/Semgrep-Demo/go-app'}","{'file_path': 'vulnerability/xss/xss.go', 'line': 59, 'column': 19, 'end_line': 59, 'end_column': 42}"
go.lang.security.audit.xss.template-html-does-not-escape.unsafe-template-type,"Semgrep could not determine that the argument to 'template.HTML()' is a constant. 'template.HTML()' and similar does not escape contents. Be absolutely sure there is no user-controlled data in this template. If user data can reach this template, you may have a XSS vulnerability. Instead, do not use this function and use 'template.Execute()'.",open,2024-08-19T14:19:00.924112Z,medium,low,untriaged,,,,"{'name': 'Semgrep-Demo/go-app', 'url': 'https://github.com/Semgrep-Demo/go-app'}","{'file_path': 'vulnerability/xss/xss.go', 'line': 62, 'column': 20, 'end_line': 62, 'end_column': 40}"
go.lang.security.audit.xss.template-html-does-not-escape.unsafe-template-type,"Semgrep could not determine that the argument to 'template.HTML()' is a constant. 'template.HTML()' and similar does not escape contents. Be absolutely sure there is no user-controlled data in this template. If user data can reach this template, you may have a XSS vulnerability. Instead, do not use this function and use 'template.Execute()'.",open,2024-08-19T14:19:00.924106Z,medium,low,untriaged,,,,"{'name': 'Semgrep-Demo/go-app', 'url': 'https://github.com/Semgrep-Demo/go-app'}","{'file_path': 'vulnerability/xss/xss.go', 'line': 63, 'column': 19, 'end_line': 63, 'end_column': 38}"
go.lang.security.audit.xss.template-html-does-not-escape.unsafe-template-type,"Semgrep could not determine that the argument to 'template.HTML()' is a constant. 'template.HTML()' and similar does not escape contents. Be absolutely sure there is no user-controlled data in this template. If user data can reach this template, you may have a XSS vulnerability. Instead, do not use this function and use 'template.Execute()'.",open,2024-08-19T14:19:00.924101Z,medium,low,untriaged,,,,"{'name': 'Semgrep-Demo/go-app', 'url': 'https://github.com/Semgrep-Demo/go-app'}","{'file_path': 'vulnerability/xss/xss.go', 'line': 100, 'column': 21, 'end_line': 100, 'end_column': 44}"
go.lang.security.injection.raw-html-format.raw-html-format,"Detected user input flowing into a manually constructed HTML string. You may be accidentally bypassing secure methods of rendering HTML by manually constructing HTML and this could create a cross-site scripting vulnerability, which could let attackers steal sensitive user data. Use the `html/template` package which will safely render HTML instead, or inspect that the HTML is rendered safely.",open,2024-08-19T14:19:00.924095Z,medium,medium,untriaged,,,,"{'name': 'Semgrep-Demo/go-app', 'url': 'https://github.com/Semgrep-Demo/go-app'}","{'file_path': 'vulnerability/xss/xss.go', 'line': 96, 'column': 14, 'end_line': 96, 'end_column': 64}"
go.net.xss.formatted-template-string-taint.formatted-template-string-taint,"Untrusted input could be used to tamper with a web page rendering, which can lead to a Cross-site scripting (XSS) vulnerability. XSS vulnerabilities occur when untrusted input executes malicious JavaScript code, leading to issues such as account compromise and sensitive information leakage. To prevent this vulnerability, validate the user input, perform contextual output encoding or sanitize the input. For more information, see: [Go XSS prevention](https://semgrep.dev/docs/cheat-sheets/go-xss/).",open,2024-08-19T14:19:00.924089Z,medium,high,untriaged,,,,"{'name': 'Semgrep-Demo/go-app', 'url': 'https://github.com/Semgrep-Demo/go-app'}","{'file_path': 'vulnerability/xss/xss.go', 'line': 100, 'column': 21, 'end_line': 100, 'end_column': 44}"
html.security.audit.missing-integrity.missing-integrity,"This tag is missing an 'integrity' subresource integrity attribute. The 'integrity' attribute allows for the browser to verify that externally hosted files (for example from a CDN) are delivered without unexpected manipulation. Without this attribute, if an attacker can modify the externally hosted resource, this could lead to XSS and other types of attacks. To prevent this, include the base64-encoded cryptographic hash of the resource (file) you’re telling the browser to fetch in the 'integrity' attribute for all externally hosted files.",open,2024-08-19T14:19:00.924084Z,medium,low,untriaged,,,,"{'name': 'Semgrep-Demo/go-app', 'url': 'https://github.com/Semgrep-Demo/go-app'}","{'file_path': 'templates/cart.html', 'line': 7, 'column': 5, 'end_line': 7, 'end_column': 71}"
html.security.audit.missing-integrity.missing-integrity,"This tag is missing an 'integrity' subresource integrity attribute. The 'integrity' attribute allows for the browser to verify that externally hosted files (for example from a CDN) are delivered without unexpected manipulation. Without this attribute, if an attacker can modify the externally hosted resource, this could lead to XSS and other types of attacks. To prevent this, include the base64-encoded cryptographic hash of the resource (file) you’re telling the browser to fetch in the 'integrity' attribute for all externally hosted files.",open,2024-08-19T14:19:00.924078Z,medium,low,untriaged,,,,"{'name': 'Semgrep-Demo/go-app', 'url': 'https://github.com/Semgrep-Demo/go-app'}","{'file_path': 'templates/template.login.html', 'line': 7, 'column': 5, 'end_line': 7, 'end_column': 94}"
html.security.audit.missing-integrity.missing-integrity,"This tag is missing an 'integrity' subresource integrity attribute. The 'integrity' attribute allows for the browser to verify that externally hosted files (for example from a CDN) are delivered without unexpected manipulation. Without this attribute, if an attacker can modify the externally hosted resource, this could lead to XSS and other types of attacks. To prevent this, include the base64-encoded cryptographic hash of the resource (file) you’re telling the browser to fetch in the 'integrity' attribute for all externally hosted files.",open,2024-08-19T14:19:00.924072Z,medium,low,untriaged,,,,"{'name': 'Semgrep-Demo/go-app', 'url': 'https://github.com/Semgrep-Demo/go-app'}","{'file_path': 'templates/template.login.html', 'line': 8, 'column': 5, 'end_line': 8, 'end_column': 119}"
html.security.plaintext-http-link.plaintext-http-link,This link points to a plaintext HTTP URL. Prefer an encrypted HTTPS URL if possible.,open,2024-08-19T14:19:00.924066Z,medium,high,untriaged,,,,"{'name': 'Semgrep-Demo/go-app', 'url': 'https://github.com/Semgrep-Demo/go-app'}","{'file_path': 'templates/template.idor1.html', 'line': 56, 'column': 21, 'end_line': 56, 'end_column': 210}"
html.security.plaintext-http-link.plaintext-http-link,This link points to a plaintext HTTP URL. Prefer an encrypted HTTPS URL if possible.,open,2024-08-19T14:19:00.924060Z,medium,high,untriaged,,,,"{'name': 'Semgrep-Demo/go-app', 'url': 'https://github.com/Semgrep-Demo/go-app'}","{'file_path': 'templates/template.idor2.html', 'line': 57, 'column': 21, 'end_line': 57, 'end_column': 210}"
html.security.plaintext-http-link.plaintext-http-link,This link points to a plaintext HTTP URL. Prefer an encrypted HTTPS URL if possible.,open,2024-08-19T14:19:00.924054Z,medium,high,untriaged,,,,"{'name': 'Semgrep-Demo/go-app', 'url': 'https://github.com/Semgrep-Demo/go-app'}","{'file_path': 'templates/template.sqli1.html', 'line': 19, 'column': 21, 'end_line': 19, 'end_column': 120}"
html.security.plaintext-http-link.plaintext-http-link,This link points to a plaintext HTTP URL. Prefer an encrypted HTTPS URL if possible.,open,2024-08-19T14:19:00.924049Z,medium,high,untriaged,,,,"{'name': 'Semgrep-Demo/go-app', 'url': 'https://github.com/Semgrep-Demo/go-app'}","{'file_path': 'templates/template.sqli2.html', 'line': 18, 'column': 29, 'end_line': 18, 'end_column': 112}"
html.security.plaintext-http-link.plaintext-http-link,This link points to a plaintext HTTP URL. Prefer an encrypted HTTPS URL if possible.,open,2024-08-19T14:19:00.924043Z,medium,high,untriaged,,,,"{'name': 'Semgrep-Demo/go-app', 'url': 'https://github.com/Semgrep-Demo/go-app'}","{'file_path': 'templates/template.sqli2.html', 'line': 19, 'column': 29, 'end_line': 19, 'end_column': 128}"
javascript.express.security.audit.xss.mustache.var-in-href.var-in-href,"Detected a template variable used in an anchor tag with the 'href' attribute. This allows a malicious actor to input the 'javascript:' URI and is subject to cross- site scripting (XSS) attacks. If using a relative URL, start with a literal forward slash and concatenate the URL, like this: href='/{{link}}'. You may also consider setting the Content Security Policy (CSP) header.",open,2024-08-19T14:19:00.924038Z,medium,low,untriaged,,,,"{'name': 'Semgrep-Demo/go-app', 'url': 'https://github.com/Semgrep-Demo/go-app'}","{'file_path': 'templates/setup.sidebar.html', 'line': 12, 'column': 25, 'end_line': 12, 'end_column': 52}"
javascript.express.security.audit.xss.mustache.var-in-href.var-in-href,"Detected a template variable used in an anchor tag with the 'href' attribute. This allows a malicious actor to input the 'javascript:' URI and is subject to cross- site scripting (XSS) attacks. If using a relative URL, start with a literal forward slash and concatenate the URL, like this: href='/{{link}}'. You may also consider setting the Content Security Policy (CSP) header.",open,2024-08-19T14:19:00.924032Z,medium,low,untriaged,,,,"{'name': 'Semgrep-Demo/go-app', 'url': 'https://github.com/Semgrep-Demo/go-app'}","{'file_path': 'templates/setup.sidebar.html', 'line': 18, 'column': 29, 'end_line': 18, 'end_column': 56}"
javascript.express.security.audit.xss.mustache.var-in-href.var-in-href,"Detected a template variable used in an anchor tag with the 'href' attribute. This allows a malicious actor to input the 'javascript:' URI and is subject to cross- site scripting (XSS) attacks. If using a relative URL, start with a literal forward slash and concatenate the URL, like this: href='/{{link}}'. You may also consider setting the Content Security Policy (CSP) header.",open,2024-08-19T14:19:00.924027Z,medium,low,untriaged,,,,"{'name': 'Semgrep-Demo/go-app', 'url': 'https://github.com/Semgrep-Demo/go-app'}","{'file_path': 'templates/template.sidebar.html', 'line': 12, 'column': 25, 'end_line': 12, 'end_column': 52}"
javascript.express.security.audit.xss.mustache.var-in-href.var-in-href,"Detected a template variable used in an anchor tag with the 'href' attribute. This allows a malicious actor to input the 'javascript:' URI and is subject to cross- site scripting (XSS) attacks. If using a relative URL, start with a literal forward slash and concatenate the URL, like this: href='/{{link}}'. You may also consider setting the Content Security Policy (CSP) header.",open,2024-08-19T14:19:00.924020Z,medium,low,untriaged,,,,"{'name': 'Semgrep-Demo/go-app', 'url': 'https://github.com/Semgrep-Demo/go-app'}","{'file_path': 'templates/template.sidebar.html', 'line': 18, 'column': 29, 'end_line': 18, 'end_column': 56}"
javascript.express.security.audit.xss.mustache.var-in-href.var-in-href,"Detected a template variable used in an anchor tag with the 'href' attribute. This allows a malicious actor to input the 'javascript:' URI and is subject to cross- site scripting (XSS) attacks. If using a relative URL, start with a literal forward slash and concatenate the URL, like this: href='/{{link}}'. You may also consider setting the Content Security Policy (CSP) header.",open,2024-08-19T14:19:00.924014Z,medium,low,untriaged,,,,"{'name': 'Semgrep-Demo/go-app', 'url': 'https://github.com/Semgrep-Demo/go-app'}","{'file_path': 'templates/template.sidebar.html', 'line': 27, 'column': 29, 'end_line': 27, 'end_column': 71}"
javascript.express.security.audit.xss.mustache.var-in-href.var-in-href,"Detected a template variable used in an anchor tag with the 'href' attribute. This allows a malicious actor to input the 'javascript:' URI and is subject to cross- site scripting (XSS) attacks. If using a relative URL, start with a literal forward slash and concatenate the URL, like this: href='/{{link}}'. You may also consider setting the Content Security Policy (CSP) header.",open,2024-08-19T14:19:00.924009Z,medium,low,untriaged,,,,"{'name': 'Semgrep-Demo/go-app', 'url': 'https://github.com/Semgrep-Demo/go-app'}","{'file_path': 'templates/template.sidebar.html', 'line': 28, 'column': 29, 'end_line': 28, 'end_column': 84}"
javascript.express.security.audit.xss.mustache.var-in-href.var-in-href,"Detected a template variable used in an anchor tag with the 'href' attribute. This allows a malicious actor to input the 'javascript:' URI and is subject to cross- site scripting (XSS) attacks. If using a relative URL, start with a literal forward slash and concatenate the URL, like this: href='/{{link}}'. You may also consider setting the Content Security Policy (CSP) header.",open,2024-08-19T14:19:00.924004Z,medium,low,untriaged,,,,"{'name': 'Semgrep-Demo/go-app', 'url': 'https://github.com/Semgrep-Demo/go-app'}","{'file_path': 'templates/template.sidebar.html', 'line': 36, 'column': 29, 'end_line': 36, 'end_column': 69}"
javascript.express.security.audit.xss.mustache.var-in-href.var-in-href,"Detected a template variable used in an anchor tag with the 'href' attribute. This allows a malicious actor to input the 'javascript:' URI and is subject to cross- site scripting (XSS) attacks. If using a relative URL, start with a literal forward slash and concatenate the URL, like this: href='/{{link}}'. You may also consider setting the Content Security Policy (CSP) header.",open,2024-08-19T14:19:00.923998Z,medium,low,untriaged,,,,"{'name': 'Semgrep-Demo/go-app', 'url': 'https://github.com/Semgrep-Demo/go-app'}","{'file_path': 'templates/template.sidebar.html', 'line': 37, 'column': 29, 'end_line': 37, 'end_column': 82}"
javascript.express.security.audit.xss.mustache.var-in-href.var-in-href,"Detected a template variable used in an anchor tag with the 'href' attribute. This allows a malicious actor to input the 'javascript:' URI and is subject to cross- site scripting (XSS) attacks. If using a relative URL, start with a literal forward slash and concatenate the URL, like this: href='/{{link}}'. You may also consider setting the Content Security Policy (CSP) header.",open,2024-08-19T14:19:00.923993Z,medium,low,untriaged,,,,"{'name': 'Semgrep-Demo/go-app', 'url': 'https://github.com/Semgrep-Demo/go-app'}","{'file_path': 'templates/template.sidebar.html', 'line': 44, 'column': 33, 'end_line': 44, 'end_column': 75}"
