Finding Title,Finding Description & Remediation,status,First Seen,severity,confidence,triage_state,triaged_at,triage_comment,state_updated_at,repository,location
java.spring.security.audit.spring-csrf-disabled.spring-csrf-disabled,CSRF protection is disabled for this configuration. This is a security risk.,open,2024-08-05T14:06:50.689100Z,medium,low,untriaged,,,,"{'name': 'Semgrep-Demo/pro-engine-demo', 'url': 'https://github.com/Semgrep-Demo/pro-engine-demo'}","{'file_path': 'src/main/java/hawk/MultiHttpSecurityConfig.java', 'line': 88, 'column': 13, 'end_line': 91, 'end_column': 38}"
java.spring.security.audit.spring-csrf-disabled.spring-csrf-disabled,CSRF protection is disabled for this configuration. This is a security risk.,open,2024-08-05T14:06:50.689100Z,medium,low,untriaged,,,,"{'name': 'Semgrep-Demo/pro-engine-demo', 'url': 'https://github.com/Semgrep-Demo/pro-engine-demo'}","{'file_path': 'src/main/java/hawk/MultiHttpSecurityConfig.java', 'line': 110, 'column': 13, 'end_line': 112, 'end_column': 38}"
python.django.security.django-no-csrf-token.django-no-csrf-token,Manually-created forms in django templates should specify a csrf_token to prevent CSRF attacks.,open,2024-08-05T14:06:50.689100Z,medium,medium,untriaged,,,,"{'name': 'Semgrep-Demo/pro-engine-demo', 'url': 'https://github.com/Semgrep-Demo/pro-engine-demo'}","{'file_path': 'src/main/resources/templates/general.html', 'line': 30, 'column': 13, 'end_line': 32, 'end_column': 20}"
python.django.security.django-no-csrf-token.django-no-csrf-token,Manually-created forms in django templates should specify a csrf_token to prevent CSRF attacks.,open,2024-08-05T14:06:50.689100Z,medium,medium,untriaged,,,,"{'name': 'Semgrep-Demo/pro-engine-demo', 'url': 'https://github.com/Semgrep-Demo/pro-engine-demo'}","{'file_path': 'src/main/resources/templates/login-form-multi.html', 'line': 15, 'column': 13, 'end_line': 33, 'end_column': 20}"
python.django.security.django-no-csrf-token.django-no-csrf-token,Manually-created forms in django templates should specify a csrf_token to prevent CSRF attacks.,open,2024-08-05T14:06:50.689100Z,medium,medium,untriaged,,,,"{'name': 'Semgrep-Demo/pro-engine-demo', 'url': 'https://github.com/Semgrep-Demo/pro-engine-demo'}","{'file_path': 'src/main/resources/templates/login.html', 'line': 15, 'column': 13, 'end_line': 28, 'end_column': 20}"
python.django.security.django-no-csrf-token.django-no-csrf-token,Manually-created forms in django templates should specify a csrf_token to prevent CSRF attacks.,open,2024-08-05T14:06:50.689100Z,medium,medium,untriaged,,,,"{'name': 'Semgrep-Demo/pro-engine-demo', 'url': 'https://github.com/Semgrep-Demo/pro-engine-demo'}","{'file_path': 'src/main/resources/templates/search.html', 'line': 14, 'column': 13, 'end_line': 20, 'end_column': 20}"
python.django.security.django-no-csrf-token.django-no-csrf-token,Manually-created forms in django templates should specify a csrf_token to prevent CSRF attacks.,open,2024-08-05T14:06:50.689100Z,medium,medium,untriaged,,,,"{'name': 'Semgrep-Demo/pro-engine-demo', 'url': 'https://github.com/Semgrep-Demo/pro-engine-demo'}","{'file_path': 'src/main/resources/templates/user-search.html', 'line': 14, 'column': 13, 'end_line': 20, 'end_column': 20}"
yaml.docker-compose.security.no-new-privileges.no-new-privileges,Service 'db' allows for privilege escalation via setuid or setgid binaries. Add 'no-new-privileges:true' in 'security_opt' to prevent this.,open,2024-08-05T14:06:50.689100Z,medium,low,untriaged,,,,"{'name': 'Semgrep-Demo/pro-engine-demo', 'url': 'https://github.com/Semgrep-Demo/pro-engine-demo'}","{'file_path': 'docker-compose.yml', 'line': 3, 'column': 3, 'end_line': 3, 'end_column': 5}"
yaml.docker-compose.security.no-new-privileges.no-new-privileges,Service 'javavulny' allows for privilege escalation via setuid or setgid binaries. Add 'no-new-privileges:true' in 'security_opt' to prevent this.,open,2024-08-05T14:06:50.689100Z,medium,low,untriaged,,,,"{'name': 'Semgrep-Demo/pro-engine-demo', 'url': 'https://github.com/Semgrep-Demo/pro-engine-demo'}","{'file_path': 'docker-compose.yml', 'line': 12, 'column': 3, 'end_line': 12, 'end_column': 12}"
yaml.docker-compose.security.writable-filesystem-service.writable-filesystem-service,"Service 'db' is running with a writable root filesystem. This may allow malicious applications to download and run additional payloads, or modify container files. If an application inside a container has to save something temporarily consider using a tmpfs. Add 'read_only: true' to this service to prevent this.",open,2024-08-05T14:06:50.689100Z,medium,low,untriaged,,,,"{'name': 'Semgrep-Demo/pro-engine-demo', 'url': 'https://github.com/Semgrep-Demo/pro-engine-demo'}","{'file_path': 'docker-compose.yml', 'line': 3, 'column': 3, 'end_line': 3, 'end_column': 5}"
yaml.docker-compose.security.writable-filesystem-service.writable-filesystem-service,"Service 'javavulny' is running with a writable root filesystem. This may allow malicious applications to download and run additional payloads, or modify container files. If an application inside a container has to save something temporarily consider using a tmpfs. Add 'read_only: true' to this service to prevent this.",open,2024-08-05T14:06:50.689100Z,medium,low,untriaged,,,,"{'name': 'Semgrep-Demo/pro-engine-demo', 'url': 'https://github.com/Semgrep-Demo/pro-engine-demo'}","{'file_path': 'docker-compose.yml', 'line': 12, 'column': 3, 'end_line': 12, 'end_column': 12}"
java.servlets.security.crlf-injection-logs-deepsemgrep.crlf-injection-logs-deepsemgrep,"When data from an untrusted source is put into a logger and not neutralized correctly, an attacker could forge log entries or include malicious content.",open,2024-07-07T23:55:19.386170Z,high,medium,untriaged,,,,"{'name': 'Semgrep-Demo/pro-engine-demo', 'url': 'https://github.com/Semgrep-Demo/pro-engine-demo'}","{'file_path': 'src/assistant-fix-custom-message.java', 'line': 14, 'column': 9, 'end_line': 14, 'end_column': 37}"
semgrep_demo.crlf-injection-logs-deepsemgrep-javaorg-copy,"When data from an untrusted source is put into a logger and not neutralized correctly, an attacker could forge log entries or include malicious content. Please use the Jsoup.clean() function to sanitize data.",open,2024-07-07T23:55:19.386165Z,high,medium,untriaged,,,,"{'name': 'Semgrep-Demo/pro-engine-demo', 'url': 'https://github.com/Semgrep-Demo/pro-engine-demo'}","{'file_path': 'src/assistant-fix-custom-message.java', 'line': 14, 'column': 9, 'end_line': 14, 'end_column': 37}"
java.lang.security.audit.crlf-injection-logs.crlf-injection-logs,"When data from an untrusted source is put into a logger and not neutralized correctly, an attacker could forge log entries or include malicious content.",open,2024-07-07T23:55:19.386150Z,medium,medium,untriaged,,,,"{'name': 'Semgrep-Demo/pro-engine-demo', 'url': 'https://github.com/Semgrep-Demo/pro-engine-demo'}","{'file_path': 'src/assistant-fix-custom-message.java', 'line': 13, 'column': 9, 'end_line': 14, 'end_column': 37}"
javascript.express.security.injection.tainted-sql-string.tainted-sql-string,"Detected user input used to manually construct a SQL string. This is usually bad practice because manual construction could accidentally result in a SQL injection. An attacker could use a SQL injection to steal or modify contents of the database. Instead, use a parameterized query which is available by default in most database engines. Alternatively, consider using an object-relational mapper (ORM) such as Sequelize which will protect your queries.",open,2024-07-07T23:55:11.184689Z,high,medium,untriaged,,,,"{'name': 'Semgrep-Demo/pro-engine-demo', 'url': 'https://github.com/Semgrep-Demo/pro-engine-demo'}","{'file_path': 'src/assistant-fix-sqli-sequelize.ts', 'line': 5, 'column': 76, 'end_line': 5, 'end_column': 84}"
javascript.sequelize.security.audit.sequelize-injection-express.express-sequelize-injection,"Detected a sequelize statement that is tainted by user-input. This could lead to SQL injection if the variable is user-controlled and is not properly sanitized. In order to prevent SQL injection, it is recommended to use parameterized queries or prepared statements.",open,2024-07-07T23:55:11.184677Z,high,high,untriaged,,,,"{'name': 'Semgrep-Demo/pro-engine-demo', 'url': 'https://github.com/Semgrep-Demo/pro-engine-demo'}","{'file_path': 'src/assistant-fix-sqli-sequelize.ts', 'line': 5, 'column': 30, 'end_line': 5, 'end_column': 164}"
semgrep_demo.crlf-injection-logs-deepsemgrep-javaorg-copy,"When data from an untrusted source is put into a logger and not neutralized correctly, an attacker could forge log entries or include malicious content. Please use the Jsoup.clean() function to sanitize data.",open,2024-07-07T20:11:55.262180Z,high,medium,untriaged,,,,"{'name': 'Semgrep-Demo/pro-engine-demo', 'url': 'https://github.com/Semgrep-Demo/pro-engine-demo'}","{'file_path': 'src/main/java/hawk/api/jwt/JwtLog4jController.java', 'line': 24, 'column': 13, 'end_line': 24, 'end_column': 63}"
